Date,Temperature,Humidity,Rainfall,Irrigation,Fertilizer,Yield,Waste_Rate
2025-02-01,31.9,57.5,6.2,149.5,18.0,90.02,9.25
2025-02-02,29.1,59.4,6.7,146.8,22.2,84.19,7.99
2025-02-03,31.9,60.5,6.6,150.7,24.6,89.08,7.04
2025-02-04,26.3,60.3,6.2,157.5,20.4,80.26,8.62
2025-02-05,28.4,60.5,7.1,149.3,18.2,82.06,8.65
2025-02-06,29.8,63.9,7.0,151.7,16.9,82.72,7.7
2025-02-07,30.0,60.3,4.4,152.5,20.5,84.17,8.19
2025-02-08,29.1,58.0,7.4,156.7,22.2,83.51,9.88
2025-02-09,31.3,61.5,4.4,141.5,21.0,84.54,8.57
2025-02-10,28.1,62.1,7.1,149.9,20.0,85.27,8.85
2025-02-11,30.0,54.7,7.1,154.3,18.8,85.21,8.22
2025-02-12,30.6,60.0,4.9,159.5,17.8,85.34,7.63
2025-02-13,31.5,60.2,5.5,151.3,21.7,85.48,8.59
2025-02-14,32.0,57.1,4.8,144.6,21.8,87.49,8.59
2025-02-15,28.4,62.0,5.6,157.3,16.9,81.52,8.37
2025-02-16,27.7,57.3,5.5,151.3,23.2,82.19,8.5
2025-02-17,33.4,58.0,6.5,148.8,21.1,88.12,8.81
2025-02-18,31.6,57.0,7.0,151.8,22.8,85.54,8.53
2025-02-19,29.6,57.5,7.0,154.2,17.3,81.47,7.9
2025-02-20,34.3,54.0,5.0,152.4,17.3,86.43,9.02
2025-02-21,31.5,52.9,5.3,144.6,19.7,85.46,7.7
2025-02-22,33.7,61.9,3.8,160.3,21.0,84.94,7.8
2025-02-23,31.5,54.4,4.6,162.4,23.6,90.42,9.09
2025-02-24,35.6,53.9,6.3,159.5,21.4,91.74,9.01
2025-02-25,35.1,50.3,6.9,150.7,19.5,87.46,8.68
2025-02-26,31.2,54.8,4.0,155.6,17.9,80.78,8.04
2025-02-27,33.7,52.6,4.6,156.8,22.5,88.77,8.43
2025-02-28,33.1,61.4,5.1,160.0,18.1,84.6,8.61
2025-03-01,34.6,59.4,5.3,160.5,23.3,90.36,7.97
2025-03-02,30.0,54.3,4.2,153.7,19.4,83.06,8.32
2025-03-03,33.4,63.0,5.4,157.9,23.2,84.54,9.06
2025-03-04,34.2,59.1,4.4,160.0,21.4,87.6,9.52
2025-03-05,28.6,55.1,4.8,165.1,19.7,83.26,8.41
2025-03-06,29.8,48.5,5.3,161.5,19.0,86.17,9.01
2025-03-07,28.2,62.8,4.7,162.1,19.3,80.83,7.65
2025-03-08,31.8,51.7,4.2,158.7,20.9,90.07,9.07
2025-03-09,33.8,50.9,4.4,165.5,20.2,84.8,8.39
2025-03-10,35.4,58.8,4.4,160.6,18.8,90.54,9.0
2025-03-11,32.6,63.0,4.1,154.4,19.7,84.72,8.65
2025-03-12,35.8,59.8,4.1,165.8,20.2,90.96,9.53
2025-03-13,29.8,57.2,5.9,162.4,15.7,82.49,8.16
2025-03-14,29.2,57.3,4.8,156.8,20.9,86.45,8.95
2025-03-15,32.5,58.0,3.9,156.7,18.0,83.98,8.64
2025-03-16,33.5,57.7,4.8,160.7,17.7,83.71,8.68
2025-03-17,32.7,56.2,3.7,161.6,16.6,87.37,8.7
2025-03-18,28.6,55.6,5.1,160.4,16.4,81.33,8.18
2025-03-19,32.6,55.1,4.3,161.0,17.3,85.57,8.76
2025-03-20,30.2,53.0,3.7,168.1,18.6,87.06,8.69
2025-03-21,34.2,54.3,4.2,165.0,23.9,88.66,8.94
2025-03-22,33.6,50.1,2.1,160.6,18.9,87.93,8.94
2025-03-23,31.0,54.8,2.5,164.5,20.4,84.27,9.2
2025-03-24,31.9,52.1,2.4,154.6,20.8,85.6,9.3
2025-03-25,30.8,51.8,3.6,161.8,20.3,85.82,8.22
2025-03-26,32.8,55.6,5.2,168.9,19.8,84.67,9.16
2025-03-27,34.9,59.2,5.6,158.8,17.6,85.37,8.17
2025-03-28,31.0,57.8,3.9,155.7,22.9,89.11,9.03
2025-03-29,34.0,50.3,3.7,156.7,23.6,91.76,9.14
2025-03-30,31.9,52.0,1.4,154.5,16.6,82.97,7.93
2025-03-31,31.4,57.8,2.5,156.1,18.0,83.85,8.86
2025-04-01,32.8,52.1,2.2,158.1,19.4,85.42,8.64
2025-04-02,30.9,54.3,2.3,153.0,18.1,85.8,8.43
2025-04-03,31.9,56.7,2.7,160.1,21.0,85.67,9.5
2025-04-04,30.6,52.1,2.3,164.5,18.5,84.72,8.47
2025-04-05,36.9,55.3,0.8,155.4,24.3,93.55,8.67
2025-04-06,33.0,51.0,3.4,167.5,22.4,87.63,8.86
2025-04-07,31.6,53.2,1.5,162.5,20.4,88.75,9.21
2025-04-08,33.4,56.0,2.8,165.0,22.1,85.3,8.79
2025-04-09,32.7,50.3,4.5,156.5,22.2,91.6,9.34
2025-04-10,32.5,56.4,1.5,164.0,18.9,84.48,9.17
2025-04-11,34.1,55.1,0.0,154.3,18.4,84.66,7.93
2025-04-12,34.4,56.8,2.0,164.1,20.2,83.86,8.67
2025-04-13,31.8,55.9,3.3,160.5,21.7,85.78,8.51
2025-04-14,31.7,59.3,4.1,162.3,20.3,83.69,8.99
2025-04-15,32.2,55.7,0.8,153.6,16.8,81.64,7.61
2025-04-16,28.1,54.0,2.5,154.9,18.4,81.01,9.99
2025-04-17,29.7,55.7,1.5,162.3,19.9,85.41,9.08
2025-04-18,35.4,57.0,1.8,154.4,19.8,87.82,9.05
2025-04-19,35.9,55.6,4.4,161.4,23.9,92.4,9.45
2025-04-20,32.1,55.6,0.2,152.1,17.2,80.49,10.12
2025-04-21,33.7,53.5,1.9,163.1,21.0,86.08,9.35
2025-04-22,33.1,53.6,2.1,152.6,23.0,91.34,9.36
2025-04-23,38.6,51.5,2.6,161.4,24.5,92.69,9.09
2025-04-24,34.6,61.0,1.6,161.6,19.2,89.83,8.89
2025-04-25,32.1,52.1,1.7,154.9,21.0,85.47,8.64
2025-04-26,30.4,53.8,1.0,161.1,21.1,84.78,8.45
2025-04-27,29.0,53.8,1.6,159.4,20.4,85.42,8.45
2025-04-28,32.6,58.7,0.9,155.2,19.8,87.29,8.26
2025-04-29,30.6,55.2,1.8,152.7,20.9,84.0,8.79
2025-04-30,29.2,59.9,0.7,147.8,14.9,77.59,8.0
2025-05-01,30.7,54.3,1.4,159.2,21.4,84.98,8.95
2025-05-02,29.7,57.2,1.0,149.4,20.3,83.14,8.83
2025-05-03,35.2,54.0,2.0,157.6,19.6,89.51,9.03
2025-05-04,33.5,63.0,0.8,155.6,24.1,87.68,8.7
2025-05-05,31.7,53.1,0.0,160.1,18.7,85.27,10.49
2025-05-06,34.6,57.7,2.0,155.0,19.2,89.69,9.62
2025-05-07,31.7,58.7,0.0,154.7,24.0,87.0,8.33
2025-05-08,29.7,58.2,0.0,159.8,18.3,82.37,9.01
2025-05-09,34.4,56.5,0.0,157.6,18.9,82.79,8.73
2025-05-10,32.4,56.8,1.9,157.3,19.7,79.93,8.37
2025-05-11,29.1,57.4,0.0,157.8,21.7,83.97,8.2
2025-05-12,30.7,56.9,3.6,147.6,20.4,83.83,8.96
2025-05-13,29.3,60.4,1.4,158.8,17.4,79.93,8.47
2025-05-14,28.2,64.2,0.5,157.9,18.9,80.75,9.3
2025-05-15,32.7,56.0,0.2,149.5,18.8,83.72,9.47
2025-05-16,34.6,53.7,0.5,153.1,19.8,88.84,9.7
2025-05-17,27.8,57.7,0.7,153.9,20.9,81.71,8.37
2025-05-18,31.7,65.8,0.8,153.2,20.8,82.25,9.15
2025-05-19,29.1,55.8,0.6,155.3,16.4,82.2,9.16
2025-05-20,29.4,63.2,0.1,160.5,22.1,82.89,8.64
2025-05-21,29.1,63.5,0.0,158.5,20.5,82.93,8.49
2025-05-22,28.4,56.9,0.0,146.3,22.8,81.44,9.66
2025-05-23,30.1,60.4,0.0,155.7,20.9,81.75,9.02
2025-05-24,28.3,63.7,1.0,159.0,22.2,82.74,9.12
2025-05-25,30.4,57.8,0.4,154.0,20.9,83.52,8.48
2025-05-26,29.6,58.5,0.0,157.2,22.7,84.98,8.28
2025-05-27,29.1,57.5,0.4,161.5,21.0,82.66,8.57
2025-05-28,27.7,56.4,0.0,156.3,19.8,77.21,8.77
2025-05-29,28.2,57.6,0.0,152.2,24.5,82.84,8.31
2025-05-30,30.8,56.0,0.0,155.8,21.8,86.12,8.92
2025-05-31,30.1,59.9,0.7,151.0,21.1,82.5,8.02
2025-06-01,27.1,57.7,0.5,150.1,17.4,78.01,8.23
2025-06-02,29.1,60.8,0.0,148.0,17.4,81.45,9.21
2025-06-03,30.3,55.6,0.0,157.2,20.6,82.16,9.21
2025-06-04,25.3,61.4,0.0,145.0,20.3,74.79,8.56
2025-06-05,29.6,63.1,0.0,156.5,18.8,80.84,8.38
2025-06-06,27.1,54.8,0.0,151.0,20.3,79.46,8.3
2025-06-07,29.4,62.0,0.2,141.2,23.2,80.66,8.69
2025-06-08,26.6,64.7,0.3,149.7,21.4,79.37,9.11
2025-06-09,24.4,57.6,0.0,137.1,17.7,76.35,9.2
2025-06-10,24.6,66.4,0.0,150.4,19.8,76.95,8.49
2025-06-11,27.9,62.8,0.0,151.3,18.4,79.76,8.26
2025-06-12,28.2,59.6,0.0,143.6,19.2,83.22,8.98
2025-06-13,25.7,61.7,0.0,146.9,19.2,76.96,8.36
2025-06-14,28.7,63.7,0.0,155.7,19.0,80.99,8.6
2025-06-15,23.9,62.4,0.0,143.1,17.5,73.81,9.38
2025-06-16,27.0,64.0,0.3,140.0,19.7,76.64,9.21
2025-06-17,24.6,59.8,0.0,152.3,18.9,76.01,8.82
2025-06-18,25.5,63.2,0.0,154.4,14.1,73.99,8.13
2025-06-19,26.8,58.6,0.2,144.3,24.1,82.35,8.9
2025-06-20,24.9,62.7,0.0,149.0,22.2,83.54,9.28
2025-06-21,25.7,60.5,0.0,150.3,19.2,76.63,8.58
2025-06-22,28.3,61.2,0.0,139.5,20.0,78.89,9.53
2025-06-23,25.0,67.3,0.0,140.5,17.7,74.99,9.4
2025-06-24,27.7,67.0,0.0,148.7,23.4,82.19,9.66
2025-06-25,23.6,65.7,0.0,150.7,23.8,79.19,8.86
2025-06-26,26.8,60.8,0.0,144.7,20.3,81.71,9.1
2025-06-27,28.5,63.3,0.0,137.1,22.0,75.82,9.56
2025-06-28,20.5,68.0,0.0,151.1,20.4,69.15,8.84
2025-06-29,23.8,65.0,0.0,138.2,17.3,72.96,8.46
2025-06-30,26.4,71.7,0.0,138.8,19.2,78.73,8.57
2025-07-01,24.7,66.1,0.0,141.9,20.3,73.5,8.86
2025-07-02,25.7,65.7,0.0,147.6,19.1,71.22,8.12
2025-07-03,23.6,64.3,0.0,143.8,19.6,76.82,8.64
2025-07-04,24.8,65.8,0.0,141.2,19.8,76.95,9.29
2025-07-05,24.2,65.1,0.0,141.1,19.8,73.86,7.63
2025-07-06,26.7,67.9,0.0,138.7,20.1,75.77,9.57
2025-07-07,24.8,68.8,0.0,140.9,17.9,72.98,9.3
2025-07-08,24.8,63.8,0.0,125.1,18.6,74.82,8.51
2025-07-09,23.1,62.3,0.0,135.9,17.4,72.37,8.97
2025-07-10,22.9,60.9,0.0,138.3,22.0,77.42,8.69
2025-07-11,22.8,68.2,0.0,131.0,15.8,65.69,9.3
2025-07-12,24.4,63.5,0.0,138.3,22.3,75.87,9.22
2025-07-13,22.6,60.5,0.0,135.0,22.8,74.23,7.98
2025-07-14,23.9,68.3,0.0,144.5,19.4,74.95,9.01
2025-07-15,27.3,74.8,0.0,143.3,14.8,73.63,8.72
2025-07-16,24.8,67.5,0.5,132.7,19.3,76.99,8.76
2025-07-17,22.2,70.2,0.0,134.0,19.9,69.7,8.3
2025-07-18,25.2,68.0,0.0,134.0,18.0,74.92,9.63
2025-07-19,21.8,67.7,0.0,131.8,19.0,73.72,9.17
2025-07-20,18.4,70.9,1.0,134.7,23.1,76.27,8.13
2025-07-21,20.3,67.4,0.5,129.6,21.3,71.88,7.92
2025-07-22,18.5,69.3,0.0,127.4,18.2,69.6,8.36
2025-07-23,21.4,69.6,0.0,135.9,16.8,67.51,8.86
2025-07-24,22.0,66.8,0.1,135.6,19.3,68.64,8.78
2025-07-25,25.2,71.9,0.0,128.1,19.6,76.65,9.38
2025-07-26,22.4,68.6,0.0,136.3,21.0,74.53,9.07
2025-07-27,21.2,67.0,0.0,128.3,18.9,74.21,9.12
2025-07-28,23.1,71.0,0.5,132.5,21.0,72.01,8.83
2025-07-29,16.9,66.9,2.2,135.0,23.9,73.68,7.7
2025-07-30,21.7,69.8,0.0,130.4,21.6,77.53,8.55
2025-07-31,22.7,69.8,0.0,132.5,19.9,74.52,9.21
2025-08-01,18.0,73.3,0.0,127.4,19.6,69.62,8.52
2025-08-02,23.2,71.6,0.0,128.7,19.3,73.25,8.95
2025-08-03,21.4,70.2,0.0,128.4,22.4,70.67,8.48
2025-08-04,19.8,72.9,0.0,125.4,18.7,72.54,8.08
2025-08-05,21.8,74.8,0.0,127.9,20.1,71.02,8.59
2025-08-06,25.0,72.4,0.0,120.8,20.1,75.45,8.9
2025-08-07,20.7,70.9,0.0,125.8,19.0,67.77,8.29
2025-08-08,20.7,67.1,0.9,126.5,17.3,68.23,8.46
2025-08-09,19.2,68.0,0.0,126.4,20.6,73.9,8.11
2025-08-10,18.3,70.4,0.0,126.2,19.9,68.91,9.11
2025-08-11,21.5,69.6,0.0,126.9,21.0,75.92,8.5
2025-08-12,18.0,71.0,0.1,129.3,18.9,68.92,9.26
2025-08-13,19.8,71.9,0.8,131.0,22.4,69.17,9.32
2025-08-14,18.6,73.4,0.0,123.1,18.2,70.12,8.52
2025-08-15,20.4,71.7,0.0,120.1,23.4,71.64,8.11
2025-08-16,20.0,73.5,0.0,120.7,16.5,69.62,7.56
2025-08-17,21.3,72.4,0.0,123.2,20.9,72.26,7.9
2025-08-18,18.1,66.4,0.0,123.6,21.0,67.25,7.86
2025-08-19,18.5,69.6,0.0,121.3,18.4,68.94,9.25
2025-08-20,17.0,72.1,1.2,118.5,20.8,73.16,8.51
2025-08-21,18.0,69.0,0.7,122.4,22.6,72.02,8.7
2025-08-22,19.6,74.5,0.7,125.4,15.6,67.65,7.44
2025-08-23,20.2,77.4,1.4,127.3,21.0,73.79,7.94
2025-08-24,16.8,76.6,0.4,121.3,15.0,65.03,8.93
2025-08-25,20.3,72.4,1.0,121.8,18.1,70.3,8.7
2025-08-26,21.2,77.6,0.6,119.0,23.3,70.65,8.53
2025-08-27,19.2,73.7,1.0,123.3,18.8,69.94,8.81
2025-08-28,22.1,72.3,0.2,119.0,17.7,72.67,9.47
2025-08-29,16.7,71.6,0.0,126.0,19.6,66.36,8.39
2025-08-30,15.7,72.6,0.8,114.0,24.1,71.96,8.47
2025-08-31,14.5,72.5,2.4,120.9,16.3,64.4,8.41
2025-09-01,21.0,74.2,2.0,124.1,17.9,68.87,9.73
2025-09-02,19.3,74.3,2.1,123.3,23.0,74.26,7.43
2025-09-03,17.8,73.9,2.4,135.7,23.7,72.07,8.76
2025-09-04,18.4,75.3,1.3,123.8,19.8,70.88,8.43
2025-09-05,15.5,77.6,1.5,116.9,17.5,64.38,8.67
2025-09-06,22.6,77.0,0.7,121.3,24.2,74.71,8.31
2025-09-07,17.9,69.7,1.1,112.8,23.2,71.61,8.46
2025-09-08,17.8,66.6,2.1,121.1,21.4,71.31,8.79
2025-09-09,19.0,77.1,2.7,117.2,18.4,64.73,9.99
2025-09-10,18.5,70.3,1.5,125.8,19.9,67.95,8.88
2025-09-11,17.9,73.8,1.2,118.4,19.7,70.45,8.05
2025-09-12,15.8,71.0,1.7,120.4,20.7,67.86,8.18
2025-09-13,18.3,69.1,2.4,117.7,22.9,70.57,8.2
2025-09-14,21.1,76.2,0.4,129.5,21.8,70.08,7.71
2025-09-15,20.0,76.9,0.0,119.1,17.8,66.37,8.43
2025-09-16,20.4,72.9,1.4,129.8,22.8,69.49,8.91
2025-09-17,16.2,66.9,0.8,124.6,20.6,68.66,7.81
2025-09-18,15.2,73.1,1.6,122.9,21.4,66.8,8.9
2025-09-19,16.9,76.0,2.0,122.3,22.9,68.15,8.65
2025-09-20,17.2,70.4,1.8,122.3,17.8,67.62,8.06
2025-09-21,19.3,75.4,3.8,110.6,19.9,70.57,8.32
2025-09-22,13.7,74.8,2.7,118.8,18.9,69.35,9.07
2025-09-23,20.1,76.6,2.8,124.4,16.9,66.32,8.83
2025-09-24,16.7,75.3,3.2,119.9,20.7,71.13,8.35
2025-09-25,16.2,72.0,1.5,113.1,25.0,72.19,8.29
2025-09-26,15.0,78.6,3.7,119.8,16.3,63.08,8.3
2025-09-27,13.7,74.5,2.7,128.6,19.9,66.97,8.02
2025-09-28,18.7,74.9,3.5,126.3,21.3,70.43,7.33
2025-09-29,17.2,72.2,1.8,119.7,20.2,69.14,9.45
2025-09-30,14.4,73.7,1.4,124.8,19.8,69.45,8.44
2025-10-01,14.4,72.3,3.8,118.2,17.4,66.55,8.44
2025-10-02,16.3,74.5,3.5,111.5,20.5,68.87,8.29
2025-10-03,20.3,80.1,2.3,115.4,18.5,68.4,8.13
2025-10-04,16.5,70.9,2.4,127.8,15.6,63.45,8.28
2025-10-05,14.0,70.1,4.4,118.7,22.4,68.04,7.4
2025-10-06,16.5,79.4,2.2,118.9,21.9,71.02,9.53
2025-10-07,16.5,74.3,5.1,118.6,20.1,65.79,7.62
2025-10-08,11.7,72.9,2.6,129.7,20.5,63.36,7.7
2025-10-09,17.0,78.0,4.2,128.3,22.1,70.85,8.08
2025-10-10,16.6,73.1,3.3,131.3,20.4,67.81,8.98
2025-10-11,18.5,80.3,4.3,119.5,21.8,69.13,8.35
2025-10-12,20.8,76.8,3.2,121.9,19.4,70.5,7.85
2025-10-13,19.4,73.3,3.7,112.9,22.6,69.19,9.03
2025-10-14,16.7,81.2,3.9,127.9,20.6,67.07,8.67
2025-10-15,15.0,72.9,3.0,114.8,20.4,68.44,8.57
2025-10-16,22.4,76.9,4.8,121.8,17.5,69.28,8.79
2025-10-17,17.4,75.5,3.6,115.3,20.6,65.84,9.54
2025-10-18,17.4,78.5,3.9,117.9,18.3,66.41,9.42
2025-10-19,17.3,79.2,3.2,116.8,18.7,68.97,8.01
2025-10-20,17.8,74.6,1.7,118.0,18.4,67.4,9.26
2025-10-21,17.2,72.1,4.2,118.5,17.9,67.06,8.5
2025-10-22,16.4,75.7,6.8,118.6,24.2,71.71,8.4
2025-10-23,16.5,72.2,5.3,125.6,22.7,67.7,7.38
2025-10-24,17.6,80.2,4.5,116.1,23.8,71.97,8.21
2025-10-25,16.6,74.6,4.4,122.8,17.6,68.26,7.87
2025-10-26,16.3,73.0,4.7,127.9,20.1,68.67,8.67
2025-10-27,18.0,74.6,5.3,119.4,17.4,70.56,8.81
2025-10-28,17.4,69.9,3.6,118.6,18.6,66.38,7.3
2025-10-29,20.9,70.9,6.0,121.2,18.2,74.3,8.32
2025-10-30,12.7,77.4,5.6,128.4,22.5,68.18,8.66
2025-10-31,20.2,71.7,5.7,123.6,19.2,71.48,8.23
2025-11-01,20.6,70.4,5.5,120.2,22.1,73.96,8.71
2025-11-02,14.1,75.1,5.1,125.4,21.2,67.82,8.34
2025-11-03,17.6,77.0,5.8,117.7,24.6,74.75,8.41
2025-11-04,17.6,75.5,5.8,126.8,17.0,66.5,8.1
2025-11-05,15.6,76.2,4.9,125.6,22.5,68.38,7.61
2025-11-06,17.0,70.8,4.8,122.2,22.3,73.13,7.71
2025-11-07,16.4,68.7,5.5,119.8,18.1,67.09,8.57
2025-11-08,22.2,77.4,7.0,119.7,22.0,76.69,8.33
2025-11-09,20.6,71.8,4.3,127.1,20.7,76.57,8.34
2025-11-10,21.4,71.9,4.1,130.8,19.5,72.53,8.23
2025-11-11,20.4,76.6,5.8,121.6,18.4,72.48,8.17
2025-11-12,16.8,74.1,5.7,127.4,18.6,66.73,8.74
2025-11-13,18.1,73.7,5.9,114.9,24.1,74.0,8.08
2025-11-14,20.2,78.7,6.0,122.6,20.0,72.29,7.63
2025-11-15,16.9,70.2,5.6,125.6,21.6,72.08,8.6
2025-11-16,20.8,74.8,7.3,121.5,18.4,70.87,8.16
2025-11-17,19.0,72.0,4.3,121.6,18.4,66.77,8.37
2025-11-18,18.9,72.6,5.1,123.2,22.2,73.52,9.11
2025-11-19,21.1,76.2,5.9,128.2,17.3,67.56,8.33
2025-11-20,20.7,73.0,4.4,126.1,19.2,71.53,8.55
2025-11-21,19.2,73.0,5.9,116.1,20.1,73.04,7.69
2025-11-22,22.3,74.4,7.8,117.0,20.2,74.64,8.17
2025-11-23,18.0,70.0,6.2,124.8,19.6,74.9,8.53
2025-11-24,21.5,68.4,6.4,130.4,20.8,77.23,7.54
2025-11-25,21.5,67.7,5.0,114.6,21.4,72.66,8.5
2025-11-26,19.8,64.8,5.7,126.2,21.5,74.13,8.36
2025-11-27,21.2,76.7,6.0,126.3,18.0,71.93,8.36
2025-11-28,18.2,67.1,6.1,136.2,19.4,69.05,8.76
2025-11-29,22.7,69.6,7.7,127.6,22.4,75.24,8.46
2025-11-30,20.6,69.3,7.0,131.7,21.8,74.11,9.01
2025-12-01,20.0,70.9,5.4,130.8,17.3,67.27,7.83
2025-12-02,23.3,72.2,6.8,119.8,20.7,75.52,8.43
2025-12-03,19.9,72.2,7.0,134.6,16.0,70.69,8.29
2025-12-04,18.6,67.7,7.7,132.1,20.1,69.7,7.64
2025-12-05,18.4,68.8,8.2,133.9,23.8,76.11,8.62
2025-12-06,22.9,70.0,5.6,151.3,18.1,77.38,9.57
2025-12-07,19.2,68.3,5.9,121.5,18.3,71.49,8.28
2025-12-08,25.4,73.7,5.4,140.9,21.5,78.14,8.74
2025-12-09,17.9,70.2,6.5,131.2,16.9,71.06,8.25
2025-12-10,25.6,70.7,7.2,134.4,18.7,78.89,8.05
2025-12-11,22.7,70.4,7.8,133.0,21.2,77.44,7.38
2025-12-12,22.2,71.7,6.7,131.5,18.7,72.74,7.98
2025-12-13,21.5,68.6,6.5,131.1,19.5,75.02,7.62
2025-12-14,23.5,64.0,7.0,135.9,21.5,80.64,9.21
2025-12-15,22.7,68.9,6.0,127.0,20.8,74.58,8.32
2025-12-16,25.2,65.6,9.0,138.6,20.5,83.87,8.13
2025-12-17,23.3,65.8,5.3,133.1,19.3,74.85,8.88
2025-12-18,23.5,69.0,7.1,129.9,20.7,76.95,7.79
2025-12-19,22.6,70.8,8.9,133.6,19.8,74.91,7.85
2025-12-20,23.4,66.9,6.9,142.5,20.9,78.49,8.39
2025-12-21,24.2,67.6,6.8,133.9,19.0,73.29,8.9
2025-12-22,20.3,71.6,6.6,138.7,19.6,72.87,8.53
2025-12-23,21.2,67.1,6.8,133.6,18.0,71.61,8.42
2025-12-24,25.5,74.0,8.3,141.4,19.9,79.06,8.39
2025-12-25,24.5,67.7,4.8,141.4,18.4,78.6,8.7
2025-12-26,23.9,60.6,8.5,147.5,17.8,79.41,8.39
2025-12-27,24.5,67.9,5.6,137.7,20.5,73.05,7.94
2025-12-28,25.3,66.7,6.7,142.3,20.4,83.3,8.45
2025-12-29,23.6,69.2,6.6,139.8,21.6,78.68,7.84
2025-12-30,23.3,67.2,7.6,146.1,19.1,75.82,8.36
